,category,description,title,brand,asin
2541,,"[""Cesar's Way: Television's The Dog Whisperer, Cesar Millan's new lifestyle magazine for people and families with dogs.""]",,"Imagine That II, LLC",B004CGWWJ0
2542,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'History']",,,Canada History Society,B004CGXNNE
2543,,['Nonfiction: tv guide featuring Star Wars'],TV Guide: Special Issue Star Wars The Phantom Menace Collector's Set,,B004D4UKPY
2544,,"[""Kiki is an award-winning magazine and creativity journal published bi-monthly for tween and young teen girls. Among each issue's features: From the Studio: design, clothing; Art Bin: art tools, projects; World Beat: international cultures, destinations; Biz Buzz: the business of money; and Kiki Care: healthy habits. Kiki affirms readers' individuality and helps readers develop self-confidence."", '<a href=""/gp/help/customer/display.html/ref=hp_left_ac?ie=UTF8&nodeId=201293140"" target=""_blank"">Learn more</a> about auto-renewal subscriptions on Amazon.com']",,B-books LTD,B004EC1J6E
2545,['Spanish-Language'],"[""The #1 Spanish-language women's magazine, Vanidades serves the particular interests of the contemporary Hispanic woman. Vanidades specializes in beauty, fashion and decoration. The most prominent fashion designers, make-up artists and models are featured throughout its pages. Vanidades is an all-encompassing magazine with regular sections on food and cooking, travel and tourism, movies and TV, medicine, health, nutrition and children. In-depth articles and photographs of international and local personalities are the staple of the publication. Vanidades has correspondents all around the globe, including the fashion centers of Paris, Milan and New York. Editorial Televisa's flagship publication, Vanidades is the first Spanish-language women's magazine in the U.S. Hispanic Market, with 40 years of continuous publication.""]",,ET Publishing International,B004EC1J64
2546,['Spanish-Language'],"['The excitement, romance and glitter of the entertainment world are captured in TV y Novelas. The insider source on show business and its stars, TV y Novelas goes behind the scenes to get the scoop and juicy tidbits on the private lives of the stars of Latin TV soap operas and recording artists.']",,ET Publishing International,B004EC1J5K
2547,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Extreme Sports']","['Since 1981 THRASHER-the skateboarder s Bible-has been the realest, rawest, edgiest magazine on the planet. Each issue is packed with interviews of skateboarding s biggest stars.']",,High Speed Productions,B004FOPY0I
2548,['Children & Teen'],"['Star Wars: The Clone Wars Magazine bursts with action and adventure! Each 52-page, bi-monthly issue contains Clone Wars comic strips, news and previews, puzzles, features, character profiles, episode guides, sweepstakes and more! Essential reading for all young Jedi across the galaxy and beyond!']",,Titan Publishing,B004GW3UNW
2549,"['Professional & Educational Journals', 'Professional & Trade', 'Entertainment & Media']","[""If it's happening anywhere in show business, you'll find it in THE HOLLYWOOD REPORTER. For over 70 years, it's the trade publication of choice for industry professionals of all kinds. From movies to TV, home video to digital media, nobody takes you deeper inside Hollywood's back lots and boardrooms.""]",,Prometheus Global Media,B004IMJKYI
2550,"['Travel, City & Regional']","['AFAR is a different kind of travel magazine that guides and inspires those who travel the world seeking to connect with its people, experience their cultures, and understand their perspectives. Every issue delivers intriguing travel stories told with beautiful photos and a fresh design.']",,Afar Media,B004JKUKMK
2551,"['Crafts & Hobbies', 'Knitting']","[""Knitting Today! features all the fresh and stylish patterns knitters want, from fashion and home decor to baby items and gifts. Easy how-to's allow anyone to learn to knit or expand their skills, so beginners and pros alike can get in on the new face of knitting!""]",,"Future US, Inc.",B004KNZNYG
2552,"['Religion & Spirituality', 'Christianity']","['The Jerusalem Post Ivrit is an easy-Hebrew monthly for the whole family. It contains articles on three levels with glossaries on each page. Included are topics such as Israeli culture, the meaning of holidays, the secret of letters in Kabbala, Israeli songs, activity page for children and much more.']",,Jerusalem Post Ltd,B004L20PSU
2553,"['Business & Investing', 'Business Management']","['First and only comprehensive personal wealth management magazine: wealth management and preservation, private equity investment, inheritance and wealth transference issues, philanthropy, and personal passions.']",,Sandow Media Corporation,B004N2WV4Y
2554,"['Crafts & Hobbies', 'Knitting']","['Each issue features more than forty fashion-forward projects by both the premier Seventh Avenue designers and the leading talents in the international fiber arts design industry. Complete, detailed instructions for creating the sweaters are included with exclusive articles, tips and techniques.']",,Soho Publishers,B004N36G58
2555,"['Fashion & Style', 'Women']","['Printed in French, Marie France is a women,s magazine with regular features on health, cosmetics, beauty, fashion, and exercise.']",,Publications Grand Public,B004O51R18
2556,,"[""Radio Control Heli Pilot brings you the complete RC helicopter experience, from ready-to-fly micros to the fiercest, nitro-gulping 3D aerobats. Whether you're still getting to know RC helicopters or an experienced pilot, each issue will help you to pick the best helicopter, give you setup and programming guides, and have all the tricks and tips that you need to succeed."", '<a href=""/gp/help/customer/display.html/ref=hp_left_ac?ie=UTF8&nodeId=201293140"" target=""_blank"">Learn more</a> about auto-renewal subscriptions on Amazon.com']",,Maplegate Media Publishing,B004OZKYD0
2557,"['Home & Garden', 'Home Design']","['Romantic Country magazine brings the best of living with comfort and beauty home to you through pages brimming with the versatile ideas and boundless inspiration that define the many facets of this most heartfelt style. We invite you to discover dreamy and timeless homes, show you how to incorporate soft and soothing elements, and create sweet and simple crafts that will help you achieve your own gentle settings. We take you to beautiful secret gardens and heavenly hideaways, and visits to charming shops from coast to coast. Romance comes in many forms and we gather them all just for you in each and every issue.']",,Athlon Media Group,B004P57EDW
2558,"['Home & Garden', 'Interior Design']","['Offers information on Canadian interiors, home and style design trends, decor projects, and shopping advice for markets across the county.']",,Tva Publications Inc,B004RD4GU6
2559,"['Professional & Educational Journals', 'Professional & Trade', 'Entertainment & Media', 'Music']",,,Groupe Altice Media,B004T4QYHG
2560,,,,Art Gallery France,B004WGJ71G
2561,"['Sports, Recreation & Outdoors', 'Outdoors & Nature']",,,Tradarchers World,B004XWOXGS
2562,"['Science, History & Nature', 'History']","['Bi-monthly French magazine is dedicated to the history of World War 1. It covers land forces, naval forces etc.']",,Groupe Presse Michel Hommell,B0050DOKYE
2563,"['Arts, Music & Photography', 'Music']","['Hip Hop Weekly magazine brings its readers the latest information on film, TV, music, fashion, current events and celebrity news. Get your subscription today for the magazine that is the number one entertainment source for young adults.']",,Aj Publishing Llc,B0051IGLZY
2564,"['Professional & Educational Journals', 'Professional & Trade', 'Arts', 'Photography']",,,Future Publishing Ltd,B0051JWOJ0
2565,"['Religion & Spirituality', 'Christianity']",,,Liturgical Press,B00529YCWQ
2566,"['Arts, Music & Photography', 'Music']","['Premier Guitar January 2018: Our cover story this month is a true treat for longtime fans of Radiohead: After decades of avoiding guitar interviews, Ed O Brien steps out of the shadows to gratefully ruminate with PG about his journey in one of modern rock s most celebrated-and confounding-bands.']",,Gearhead Communications Llc,B0054LRNC8
2567,['Pets & Animals'],"['Recommended by experts and loved by readers who want their animals to live a naturally long and healthy life. Empower yourself and celebrate the bond we share with our animal companions through educational and heartwarming articles of hope, health, rescue, and support.']",,Redstone Media Group,B00571VZP6
2568,"['Entertainment & Pop Culture', 'Puzzles & Games']","['Sharpen your deductive reasoning skills. Each issue is filled with more than 45 puzzles that will satisfy logic lovers of all ages and keep inquisitive minds occupied for hours. Full size, 130 pages.']",,Penny Press,B0057JE9VU
2569,"['Science, History & Nature', 'Technology']","['iD Magazine is a bi-monthly magazine subscription that offers a balance of science, current events, nature, psychology, and history while also displaying magnificent graphics and photos. Picture: attached']",,Bauer Publishing,B0058EONOM
2570,"['Children & Teen', 'Children', 'By Age', 'Ages 9-12']","['Join Scooby and all his friends for great learning fun. Each issue contains stories, a collectible poster and a workbook full of fun educational activities designed to encourage and reinforce the skills needed to succeed in school while having fun with their favorite character dog -- Scooby. Published 6 times a year, this magazine is for the 4 to 9 year old.']",,"Redan, Inc.",B0058K4RBA
2571,"['Home & Garden', 'Country Life']","['Celebrate the people, places and stories that make country life so special. Discover America through first-hand reader visits with country folks, full-color photos, reviews of country inns, country-fresh recipes and time-saving tips and shortcuts.']",,"Trusted Media Brands, Inc.",B005DNAMPM
2572,"['Science, History & Nature', 'Nature & Ecology']","[""America's #1 bird and garden magazine brings beautiful yards, gardens and wild birds into your living room with full-color photos, reader-shared stories. You'll love the practical gardening advice, tips and fun family projects.""]",,"Trusted Media Brands, Inc.",B005DNA3LU
2573,"['Professional & Educational Journals', 'Professional & Trade', 'Entertainment & Media']","['America\'s favorite nostalgia magazine! Delight in reader-shared stories recalling memorable moments from the \'30s, \'40s, \'50s and \'60s and family-album photos that capture the fun of the ""good old days.""']",,"Trusted Media Brands, Inc.",B005DNCFP2
2574,"['Cooking, Food & Wine', 'Reference']","[""Packed with easy meals for busy people, Simple & Delicious features 150+ fail-proof, simple-to-fix recipes and tips that promise mouth-watering meals fast! You'll love the helpful grocery lists, 30-minute meal ideas and easy plans for leftovers, plus secrets from our Test Kitchen for speedy shopping, simple storage, quick prep and more.""]",,"Trusted Media Brands, Inc.",B005DNCU20
2575,"['Home & Garden', 'Country Life']","['Shares the pleasures of life on the farm with reader-written features and 100+ full-color photos. Enjoy first-hand accounts with month-long diaries, vintage snapshots and old farming tales!']",,"Trusted Media Brands, Inc.",B005DNB4SG
2576,"['Professional & Educational Journals', 'Professional & Trade', 'Entertainment & Media']","['Billed as """"The Original Street Bible,"""" Don Diva focuses on all elements of the """"gansta"""" life, including street crime, prison culture, fashion, cars, and music.']",,Don Diva Entertainment,B005EI4Q12
2577,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Boating']","['Issued quarterly, Eastern Fly Fishing magazine is a destination specific publication to viewed as an inspiring, collectible reference of Eastern angling destinations. Each issue of Eastern Fly Fishing features six angling destinations, including both the famous and the lesser-known waters.']",,Northwest Fly Fishing,B005EI4YNM
2578,"['Entertainment & Pop Culture', 'Movies']","[""Channel Guide Magazine provides guidance for TV viewers across the country, helping them find something worth watching every night of the year. At over 250 pages, Channel Guide Magazine includes the most complete TV listings of any publication, including movie, TV series and sports guides, as well as late-night recommendations. Channel Guide Magazine gives you the best TV programming information available to help you find what's on, what to watch, and why.""]",,Ntvb Custom Media Llc,B005EI3V40
2579,"['Home & Garden', 'Gardening & Horticulture']","[""GARDENS ILLUSTRATED features the best gardens, plants and designers around the world, making it a must for the discerning gardener. Published 13 times a year, it offers an irresistible mix of beautiful gardens and must-have plants. With stunning photography and the world's best garden writing, it offers you information and insights you won't find elsewhere.""]",,Immediate Media Company,B005EI5R5Q
2580,"['Literary, Sci-Fi & Mystery', 'Literary Magazines & Journals']",,,Naugatuck River Review,B005FHOFGS
2581,"['Crafts & Hobbies', 'Needlecrafts']","[""Crochet! magazine brings you today's most elegant and creative patterns, all original and never-before-published! You get the latest fashion looks in the newest yarns and threads, plus afghans, doilies, baby gifts and more! Easy-to-understand instructions and full-color photos make your crochet expe""]",,Annies Publishing,B005FSTOJ0
2582,"['Professional & Educational Journals', 'Professional & Trade', 'Transportation']","['An informative trade publication serving school transportation professionals in the United States and Canada. Articles are provided on school bus fleets operated by public school districts to childcare centers on the management, maintenance, regulatory developments, research material, and more.']",,Bobit Business Media,B005HFBHTQ
2583,"['Home & Garden', 'Antiques & Collectibles']",['A tabloid newspaper for the antiques and collectibles hobby. Thousands of antiques and collectibles for sale in each issue. Contains news and articles on antiques.'],,F&W Publications,B005IHSZ3E
2584,,['Regional boating magazine covering the Chesapeake Bay.'],,Chesapeake Bay Magazine,B005IHTBZ0
2585,"['Cooking, Food & Wine']","[""With more than 1,600 breweries in the US today and hundreds more opening their doors, even a connoisseur needs help navigating the shelves. DRAFT's beer, restaurant and bar reviews; travel stories; recipes; pairings and more are the preeminent guide to the world of beer."", '<a href=""/gp/help/customer/display.html/ref=hp_left_ac?ie=UTF8&nodeId=201293140"" target=""_blank"">Learn more</a> about auto-renewal subscriptions on Amazon.com']",,DRAFT Publishing LLC,B005KBQOEA
2586,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Hunting & Firearms']","['Magnum is Africa s oldest and leading magazine for hunters and shooters. Subjects include wingshooting, gundogs, rifles, shotguns, handguns, personal defence, ammo, ballistics, hand-loading, military weapons, antiques, muzzle-loaders, history, big game hunting and more. All with an African flavour.']",,Sa Hunt Publishing Pty Ltd,B005ML7WLM
2587,"['Professional & Educational Journals', 'Professional & Trade', 'Entertainment & Media', 'Music']",['For players and makers of bowed stringed instruments with practical articles on techniques of performance plus how to care for and evaluate instruments and bows.'],,String Letter Publishers,B005ML97OW
2588,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Sociology']",,,Groupe Altice Media,B005ML9MQA
2589,"['Professional & Educational Journals', 'Professional & Trade', 'Arts', 'Architecture']",,,Engaged Media,B005N187S8
2590,"['Travel, City & Regional', 'United States']","['Kentucky Monthly magazine delivers an image of our complex Commonwealth as we find it today, free of outdated stereotypes and limitations. Visually exciting and conversationally driven, it highlights the people, places and events that make the Bluegrass State such a wonderful place to visit or live.']",,Kentucky Monthly,B005O387H6
2591,"['Professional & Educational Journals', 'Professional & Trade']","['Food and Travel is a British magazine offering stunning photography, delicious recipes, news, and travel features every month. Regular features include articles on weekend getaways and travel hot-spots, cooking tips, hotel and inn profiles, and traveling on a budget.']",,Green Pea Publ Ltd/Food&Travel,B005O36Z8O
2592,"['Home & Garden', 'Antiques & Collectibles']",,,Amos Hobby Publishing,B005PRB91C
2593,"['Home & Garden', 'Antiques & Collectibles']",,,Amos Hobby Publishing,B005PRB8WC
2594,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Running']","['Written by trail runners for trail runners, this publication aims to help runners of all ages and abilities to experience the outdoors and achieve a healthier lifestyle through off-road running. Strives to inform and inspire with accurate, useful and in-depth articles and compelling photography.']",,Big Stone Publishing,B005QFEE9C
2595,"['Entertainment & Pop Culture', 'Puzzles & Games']","[""Collector's Crosswords 120 Sunday-size puzzles, including many thematic crosswords. Outstanding puzzles ranging from 1-star to 3-star to suit all levels of solvers.""]",,Kappa Publishers Group,B005S4KI96
2596,"['Literary, Sci-Fi & Mystery', 'Science Fiction & Fantasy']","['Written by fans for fans, SciFiNow is a sophisticated, accessible, fresh and authoritative look at science fiction, fantasy, horror and cult television. Offering in-depth coverage of every aspect of sci-fi, the magazine breaks new ground with its cutting-edge approach to features, reviews and news.']",,Kelsey Publishing Ltd,B005SVJ04S
2597,"['Sports, Recreation & Outdoors', 'Sports & Leisure']",,,USA Today,B005UGNKAG
2598,"['Sports, Recreation & Outdoors', 'Sports & Leisure']",['Provides complete coverage of Ohio State University sports.'],,Columbus Sports Publications,B005WLGMAE
2599,"['Science, History & Nature', 'Technology']","['Brain World explores cutting-edge science and how its findings can affect human health, culture, education, global issues and more. Neuroscience is the next great scientific frontier with advances in understanding the nature of the brain, consciousness, behavior and health.']",,The Earth Citizen Way,B005ZX9N5U
2600,"['Business & Investing', 'International']","[""The International Jerusalem Post, a weekly digest, publishes the best of the Jerusalem Post's news, features, analyses and opinion pieces especially adapted with the reader abroad in mind. The IJP prides itself on delivering an accurate picture of events in Israel, the Middle East and the Jewish""]",,Jerusalem Post Ltd,B0067R0564
2601,"['Travel, City & Regional', 'United States', 'Northeast']",,,State By State Gardening,B0067RBB1M
2602,"['Professional & Educational Journals', 'Professional & Trade', 'Engineering']",,,Mytimemedia Ltd,B0067R8WCI
2603,,"['The Hideaway Report provides anonymous reviews of the finest hotels and travel experiences worldwide. It offers unbiased, monthly reports on new destinations, with reassessments of classic hotels and luxury hideaways. The incisive articles set the standard for excellence in travel journalism. The Hideaway Report is a 12-page newsletter with no advertising.']",,Andrew Harper LLC,B006BGZ29Q
2604,,"['Bicycle Times is dedicated to the fun and practical enjoyment of the pedal-powered sport of bicycling. Each issue features in-depth information for a wide range of cycling enthusiasts, from the occasional rider looking for area bike paths, to the seasoned rider participating in area fundraisers.']",,Dirtrag Magazine,B006M60DFS
2605,"['Religion & Spirituality', 'Other Eastern Religions']","[""Buffalo Spree magazine is your guide to living, dining, culture, and entertainment in the western New York State region. For more than 45 years Spree has been known as 'The Magazine of Western New York'. Each annual subscription includes 12 monthly issues plus additional supplemental publications th""]",,Buffalo Spree Publishing Inc,B007124GSW
2606,"['Entertainment & Pop Culture', 'Puzzles & Games']","['Join the circle of word-find fans as you solve over 100 puzzles in every issue.', '<a href=""/gp/help/customer/display.html/ref=hp_left_ac?ie=UTF8&nodeId=201293140"" target=""_blank"">Learn more</a> about auto-renewal subscriptions on Amazon.com']",,,B0072JPNG8
2607,"['Arts, Music & Photography', 'Music']","['Electronic Musician is the #1 magazine for musicians recording and producing music in a home or personal studio. Product reviews and announcements, applications and techniques for the latest music technology, interviews with the pros and gear shootouts offer the most comprehensive resource for the home recording enthusiast.', '<a href=""/gp/help/customer/display.html/ref=hp_left_ac?ie=UTF8&nodeId=201293140"" target=""_blank"">Learn more</a> about auto-renewal subscriptions on Amazon.com']",,New Bay Media LLC,B0072JPNE0
2608,"['Home & Garden', 'Design & Decoration']",,,Hachette Filipacchi,B0073K07FS
2609,"['Professional & Educational Journals', 'Professional & Trade', 'Medicine']",,,Fibromyalgia Coalition Intl,B0073K07SK
2610,,"['Self-esteem magazine for girls 7-14 empowering confidence, inner beauty, anti-bullying, making a difference, being authentic, & positive thinking. Featuring positive tween & teen celebrity role models, real girls making an impact, self-esteem articles & tips, quizzes, contests, puzzles, jokes, & mor']",,Byou Be Your Own You,B0078UBTBY
2611,"['Cooking, Food & Wine', 'Recipes & Techniques']","['Published ten times a year, the Local Palate celebrates the rich and diverse food culture of the South, highlighting the people and places that make it the most dynamic culinary region in the country. Here, food and drink are more than sustenance-they re a way of life.']",,Local Palate,B0079QHJA2
2612,"['Religion & Spirituality', 'Christianity']","['Magnificat promises issues that are filled with spiritual insight, exquisite art, and invaluable inspiration. You will discover the most beautiful prayers, readings, and hymns of the Church in this lavishly printed, easy-to-read, pocket-sized worship aid. Printed in Spanish.']",,Magnificat,B0079QMWE0
2613,,"['Glitter Magazine is for girls who rock! Each issue of Glitter Magazine features entertainment, fashion & beauty news for teens, plus tons of celebrity interviews all jammed packed into every issue!']",,Globe New Media Inc,B007C95VCY
2614,['Pets & Animals'],['Deals exclusively with pointing dogs.'],,Village Press,B007C9L6DM
2615,"['Home & Garden', 'Home Design']","[""Home & Design brings you the best the Washington-Maryland-Virginia region has to offer. Whether you're designing, furnishing, buying, or building your home, you'll find a treasure trove of ideas, inspirations, and information in Home & Design.""]",,Home & Design Magazine,B007FIR1Z2
2616,"['Professional & Educational Journals', 'Professional & Trade', 'Medicine', 'Alternative & Holistic']",['Alternative Medicine magazine offers information on natural ways of healthy living. Learn more about the science behind good health foods and natural therapies in each issue of Alternative Medicine magazine.'],,Innovision Health Media,B007HDB25A
2617,"['Home & Garden', 'Design & Decoration']","[""Covers Victorian decorative arts and lifestyles of the Victorian and Edwardian eras. Provides ideas, inspiration and information on how architecture and designs can be adapted and made relevant to today's living.""]",,Engaged Media,B007HDP8U0
2618,"['Home & Garden', 'Gardening & Horticulture']",,,State By State Gardening,B007I94I7W
2619,['Entertainment & Pop Culture'],['Features stories as well as activity pages for juveniles.'],,Dc Comics,B007PVXLSU
2620,,,Newsweek Magazine April 9 2012 Forget the Church Follow Jesus,,B007R6KBHW
2621,"['Professional & Educational Journals', 'Professional & Trade', 'Science & Technology']","['Computer Graphics World magazine provides award-winning editorial coverage of film, TV, DV, Gaming, the Web and Graphic Arts. Each issue presents product news, user stories, industry analysis, in-depth feature articles and hands-on reviews.']",,Cop Communications,B007RI0ZT4
2622,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Religion & Spirituality']","['Celebrating the Goddess in every woman, SageWoman inspires and engages the sharing of women s spirituality. Each issue features rituals, meditations, articles, and interviews, as well as regular columns, book reviews, product reviews, and the popular readers forum, The Rattle.']",,Bbi Media,B007TBWZ3I
2623,"['Professional & Educational Journals', 'Professional & Trade', 'Medicine']",,,Hmp Communications,B007ZUR704
2624,"['News & Political Commentary', 'Ideas & Commentary']","['Pacific Standard grapples with the nation?s biggest issues by explaining what shapes human behavior and why we do what we do. Focused on finding the latest research in the social and behavioral sciences, this award winning magazine provides insight into the social, political, and economic forces defining the world today.']",,Miller-McCune Center for Research,B007ZUOZ9U
2625,['Entertainment & Pop Culture'],"['One of the original DC Comic superheroes, Superman is a classic and one of the most famous protectors of the human race.']",,Dc Comics,B007ZUWNA8
2626,"['Professional & Educational Journals', 'Professional & Trade']","['MASSAGE Magazine is a monthly publication that helps massage therapists stay up to date with established and emerging techniques and successfully grow their practices. MASSAGE Magazine connects therapists with the latest news, products, business advice, research and techniques, in print and online.']",,Massage Magazine,B008D6Z6YI
2627,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Hunting & Firearms']","[""Fly fishing's coffee table bible, The Flyfish Journal publishes four issues per volume in limited editions, covering fly fishing's icons, environments, and global culture, The Flyfish Journal is the fly words collectable voice.""]",,Funny Feelings Inc,B008P3EBMC
2628,"['Religion & Spirituality', 'Christianity']","[""Keep your family informed on the latest easy-to-understand science that confirms the Bible's account of history! This unique full-color family magazine gives God the glory, refutes evolution and gives you the answers to defend your faith.""]",,Creation Ministries Intl,B009097BPO
2629,"['Arts, Music & Photography', 'Music']",,,Old Time Music Group Inc,B00916FJ32
2630,"['Professional & Educational Journals', 'Professional & Trade', 'Transportation']",,,Key Publishing Ltd,B00916CUOI
2631,,"['Skiing is an extensive magazine that covers recreational and competitive ski for both men and women. Provides an abundance of expert tips and techniques, exclusive instruction, and authoritative reviews of the latest gear and equipment.']",,Active Interest Media,B0092V72YA
2632,['Home & Garden'],"['OutLook is the definitive magazine for grownups who focus on reasons to celebrate being part of the over 50 Boomer world. Each issue is packed with timely topics presented in an upbeat and positive style, featuring articles on lifestyle in the Chesapeake Bay area.']",,Outlook By the Bay,B0093QQ7MM
2633,,"[""In a given issue of Colorado Life Magazine, you could see a photo essay on the otherworldly beauty of Colorado National Monument, a thrilling historical feature on the cannibal Alfred Packer and a profile of the state's top craft brewers - not to mention cool vacation ideas and travel tips.""]",,Nebraska Life Magazine,B0095M4BWM
2634,"['Automotive & Motorcycles', 'Automotive']","['The premiere magazine for BMW motorcycle enthusiasts covering all the adventure, design, engineering and lifestyle of BMW riding. Packed with custom bikes, road tests, latest model news, in-depth tech, legendary history, interviews, gear and accessory reviews, news and events from around the globe.']",,Vivid Image Publications,B0098QNZ22
2635,['Professional & Educational Journals'],,,Editions Entrefilet,B009CWB3ZS
2636,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Religion & Spirituality']","['Devoted exclusively to promoting and covering contemporary Pagan culture, W&P features exclusive interviews with the teachers, writers and activists who create and lead our traditions, visits to the sacred places and people who inspire us and in-depth discussions of our ever-evolving practices.']",,Bbi Media,B009CWLIDA
2637,"['Business & Investing', 'Business Life']","[""Creative Knitting's primary goal is to bring knitters a variety of fun-to-knit projects using wonderful new yarns & patterns that are easy to understand. Each issue features 35-45 projects including fashionable designs for real people, afghans & home accents, accessories for entertaining and more!""]",,Annies Publishing,B009KBDBTM
2638,"['Professional & Educational Journals', 'Professional & Trade', 'Arts', 'Photography']",,,Ross Periodicals Inc,B009NLKSJ0
2639,"['Literary, Sci-Fi & Mystery', 'Literary Magazines & Journals']","[""At Rattle our purpose is to publish the best in contemporary poetry and conversations with people leaving their mark on today's literature. We accept no advertising. Submissions are open to anyone, from professors to housewives. We think this diversity gives Rattle a vitality found nowhere else.""]",,Rattle Magazine,B009WBQX9K
2640,,"[""A fantastic souvenir One-Shot magazine celebrating the hit TV show Grimm. Packed with creator and cast interviews plus features on the show's special effects stunts make-up and design - it's the perfect companion for all fans of the show.""]",Grimm The Official Magazine,NBC Universal DA,B00A3IW052
2641,"['Health, Fitness & Wellness', 'Health']",['SPID SHORT DESCRIPTION NOT AVAILABLE'],,Foundation for a Mindful Soc,B00A6IMSTC
2642,['Entertainment & Pop Culture'],['The Batman continues his adventues in the title where he made his first appearance in 1939. It is also the longest continually published comic books in the United States.'],,Dc Comics,B00A6IPBCS
2643,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Economics & Economic Theory']",,,Chopchop Magazine,B00AA0B180
2644,"['Professional & Educational Journals', 'Professional & Trade', 'Humanities & Social Sciences', 'Military Science']",,,Key Publishing Ltd,B00AB41GY4
2645,,['Boris Karloff'],Famous Monsters of Filmland Magazine 214 BORIS KARLOFF Harry Houdini WOLF MAN CENTERFOLD Lon Chaney Jr GLORIA STUART,Dynacomm,B00ADT5S9G
2646,"['Sports, Recreation & Outdoors', 'Sports & Leisure', 'Boating']","['Florida Sport Fishing is a cutting edge approach to hooking up sport fishing and boating related businesses with the millions of resident and visiting anglers enjoying our natural resources. As a small family owned and operated business, our mission is to impact the state?s angling community with the most comprehensive sport fishing publication to date, supported by an innovative online directory - all brought to you by genuine enthusiasts dedicated to making each and every one of your fishing trips as safe and as successful as possible.']",,South Florida Sport Fishing,B00AF2OFM2
2647,"['Travel, City & Regional']",,,State By State Gardening,B00AF2OXMO
2648,"['Technology', 'Electronics']","[""iPhone Life Magazine <br /><br /> When you own an iPhone or iPad, you are a member of a close-knit and elite community. When you want to be at the forefront of that community, you subscribe to iPhone Life magazine. This bimonthly publication focuses on the iPhone, iPad, accessories, apps, and reviews. Each issue is chock-full of interesting articles, reviews, and product information. <br /><br /> For the best in tips and tricks for your iPhone or iPad, iPhone Life magazine will keep you on the forefront of Apple's technology and trends. This publication is truly a community of iPhone and iPad users and fans. Readers are able to submit article proposals, advertise, and get publicity through the magazine. Since its inception, the publication's readership has grown to over 600,000. <br /><br /> Inside each edition, you'll find a list of the best, favorite, and most-used apps. You'll also find interviews with celebrity iPhone and iPad users and reviews of different accessories, from speakers to stands and cases. With better and newer products and accessories being introduced all the time, iPhone Life magazine is your insider's guide to the newest and best that Apple has to offer. <br /><br /> With this elite magazine being available only through certain retailers, you can save yourself an errand every other month by having it delivered right to your door. iPhone Life magazine is a must-read for any iPhone or iPad owner. Don't miss out on the next big thing by keeping yourself in the dark. Instead, subscribe to this tech magazine that is a favorite among Apple fans.""]",,Mango Life Media Llc,B00AF2P968
2649,"['Professional & Educational Journals', 'Professional & Trade', 'Transportation']","[""Popular Mechanics is for people who have a passion to know how things work. It's about how the latest advances in science and technology will impact your home, your car, consumer electronics, computers, even your health. Popular Mechanics - answers for curious minds."", '<hr class=""bucketDivider"" size=""1"" /> <div class=""bucket"" id=""productDescription""> <div class=""content""><span style=""font-family: Verdana,Arial,Helvetica,sans-serif;""><em>Popular Mechanics</em> is for people who have a passion to know how things work. It\'s about how the latest advances in science and technology will impact your home, your car, consumer electronics, computers, even your health. <em>Popular Mechanics</em> - answers for curious minds. </span>', '<span style=""font-family: Verdana,Arial,Helvetica,sans-serif;""> <strong><span style=""font-family: Verdana,Arial,Helvetica,sans-serif; color: #cc6600;"">Who Reads <em>Popular Mechanics</em>?</span></strong> <br /> The <em>Popular Mechanics</em> reader is curious. The reader is driven to explore, become knowledgeable and actively participate in a wide variety of interests, making him today\'s Go-to Guy that Main Street America goes to for advice. <br clear=""all"" /> <br /> <strong><span style=""font-family: Verdana,Arial,Helvetica,sans-serif; color: #cc6600;"">What You Can Expect in Each Issue:</span></strong> <br /> The <em>Popular Mechanics</em> reader has a curious mind - a hunger to know, an inquisitive interest, and a desire to investigate and learn. Every month, <em>Popular Mechanics</em> inspires, instructs and influences millions of curious minds - engaging them with breakthroughs in science and technology, how-to stories on digital technology, automotive advances and home upgrades. </span>']",,Hearst Magazines,B00AHK8D02
2650,"['Health, Fitness & Wellness', 'Health']","['Mother Earth Living is the authority on sustainable home design and materials, earth-friendly decor and natural lifestyles. Health-conscious, environmentally concerned consumers have turned to Mother Earth Living for information, advice & inspiration to create beautiful, earth-friendly living spaces']",,Ogden Publications Inc,B00AHKJ9IM
2651,"['Fashion & Style', 'Beauty']","['Organic Spa is the leading lifestyle magazine for upscale, educated consumers who are looking for resources and information that will complement and enhance their organic way of life.']",,Organic Spa Media Ltd,B00AHKJHTI
